,season,field,p2o5,k2o,humus,ph,crop,region,yield_plan,yield_fact,кг_fert,л_fert,кг_pp,л_pp,fact_plan_diff
323,2023,36.02.11.050.00,96.0,95.0,5.8,5.5,Кукуруза силос,Воронеж,8.1,9165.55,11119.68,0.0,0.0,12.635,9157.449999999999
324,2023,36.02.11.054.00,74.0,95.0,5.4,5.2,Кукуруза силос,Воронеж,8.1,8755.95,2306045.2,0.0,0.0,184.05499999999998,8747.85
6460,2024,62.01.01.011.00,141.0,127.0,5.2,5.4,Яр.пшеница мягкая,Рязань,5.0,2923.87,12464986.74,0.0,0.0,115.04,2918.87
326,2023,36.02.11.058.01,101.0,136.0,6.1,5.0,Кукуруза силос,Воронеж,8.1,10960.15214438885,28496.85,0.0,18.19,9.1,10952.05214438885
6462,2024,62.01.01.014.00,179.0,109.0,5.4,5.3,Чечевица красная,Рязань,2.3,1951.3999999999999,5924582.35,0.0,0.0,305.28,1949.1
6463,2024,62.01.01.016.00,199.5,159.0,6.3,5.7,Чечевица красная,Рязань,2.3,985.6599999999999,3063970.0,0.0,0.0,271.8625,983.3599999999999
6465,2024,62.01.01.019.00,251.0,400.0,5.2,5.7,Яр.пшеница мягкая,Рязань,5.0,2847.19,142155.0,0.0,0.0,0.0,2842.19
330,2023,36.02.11.060.00,92.0,86.0,5.4,5.0,Кукуруза силос,Воронеж,8.1,7614.509999999999,604003.43,0.0,56.04,28.03,7606.409999999999
6466,2024,62.01.01.021.00,251.0,249.0,5.2,6.2,Яр.пшеница мягкая,Рязань,5.0,3366.73,415675.44000000006,0.0,0.0,0.0,3361.73
6467,2024,62.01.01.022.00,150.5,172.5,5.0,5.0,Чечевица красная,Рязань,2.3,668.695,2232000.17,0.0,11.295,317.433,666.3950000000001
6468,2024,62.01.01.025.00,186.0,227.0,5.7,5.5,Яр.пшеница мягкая,Рязань,5.0,3260.17,967275.06,0.0,0.0,32.0475,3255.17
334,2023,36.02.16.005.01,96.0,104.0,6.0,5.8,Кукуруза силос,Воронеж,8.1,7172.968917861799,0.0,0.0,0.0,0.0,7164.868917861799
335,2023,36.02.16.006.01,109.0,168.0,6.2,5.6,Кукуруза силос,Воронеж,8.1,4885.513333333333,0.0,0.0,0.0,0.0,4877.413333333333
336,2023,36.02.16.007.01,174.0,226.0,5.9,6.5,Кукуруза силос,Воронеж,8.1,10098.700000000003,0.0,0.0,0.0,0.0,10090.600000000002
337,2023,36.02.16.008.00,104.0,148.5,5.9,6.0,Кукуруза силос,Воронеж,8.1,14766.4,0.0,0.0,0.0,0.0,14758.3
6474,2024,62.01.03.001.00,508.0,469.0,5.7,5.5,Соя,Рязань,2.1,1.7099999999999997,3149904.63,31499.05,4.03,178.9175,-0.39000000000000035
6475,2024,62.01.03.002.00,679.0,425.0,5.8,4.9,Яр.пшеница мягкая,Рязань,4.5,2.872980759493671,4415106.95,0.0,0.0,79.97714285714287,-1.6270192405063288
6481,2024,62.01.03.012.00,373.0,336.0,6.3,5.5,Соя,Рязань,2.1,1.26,302522.69,0.0,0.69,34.098571428571425,-0.8400000000000001
341,2023,36.02.16.016.00,87.0,93.0,6.2,5.5,Кукуруза зерно,Воронеж,6.5,8147.23,503745.77,0.0,76.47,26.765,8140.73
342,2023,36.02.16.018.00,139.0,121.0,6.1,5.8,Кукуруза зерно,Воронеж,6.5,6574.72,3172568.15,0.0,271.15,94.91,6568.22
343,2023,36.02.16.019.00,135.0,126.0,6.1,5.8,Кукуруза зерно,Воронеж,6.5,7515.65,46964.97,0.0,23.35,8.17,7509.15
6482,2024,62.01.03.013.00,337.0,241.0,6.7,5.7,Яр.пшеница мягкая,Рязань,5.0,4.38,10391.55,0.0,1.9,3.1900000000000004,-0.6200000000000001
6483,2024,62.01.03.014.00,299.0,124.0,5.6,5.2,Яр.пшеница мягкая,Рязань,5.0,1.89,269703.735,0.0,0.0,17.958571428571428,-3.1100000000000003
346,2023,36.02.16.023.00,85.0,118.0,6.0,5.8,Кукуруза зерно,Воронеж,6.5,5980.42,2077812.7,0.0,62.05,54.36,5973.92
347,2023,36.02.16.024.00,108.0,138.0,6.1,5.5,Кукуруза зерно,Воронеж,6.5,6310.38,771656.7,0.0,94.64,33.125,6303.88
6484,2024,62.01.03.016.00,394.0,208.0,5.8,5.2,Яр.пшеница мягкая,Рязань,5.0,1.47,132041.7,0.0,0.0,15.685714285714285,-3.5300000000000002
6485,2024,62.01.03.017.00,324.0,224.0,5.7,4.8,Яр.пшеница мягкая,Рязань,5.0,3.065,11681.985,0.0,0.0,3.81,-1.935
6491,2024,62.01.03.023.01,372.0,503.0,6.4,5.2,Оз.пшеница мягкая,Рязань,5.5,3.0349999999999997,2973776.5,10410.51,3.29,111.04875,-2.4650000000000003
6492,2024,62.01.03.024.00,306.0,283.0,6.0,5.3,Оз.пшеница мягкая,Рязань,5.5,2.8149999999999995,147270.58333333334,484.97,0.72,24.40875,-2.6850000000000005
6493,2024,62.01.03.026.01,542.5,500.0,6.7,6.8,Оз.пшеница мягкая,Рязань,5.5,3.26,1151130.5366666666,3893.49,2.02,67.91125000000001,-2.24
353,2023,36.02.16.030.00,80.0,92.0,5.5,5.5,Кукуруза зерно,Воронеж,6.5,5602.41,1107871.01,0.0,0.0,127.74,5595.91
354,2023,36.02.16.031.00,71.0,102.0,5.4,5.8,Кукуруза зерно,Воронеж,6.5,5395.66,317925.79,0.0,0.0,161.93,5389.16
355,2023,36.02.16.032.00,69.0,84.0,4.4,5.1,Кукуруза зерно,Воронеж,6.5,5243.02,186942.48,0.0,0.0,19.565,5236.52
356,2023,36.02.16.033.00,113.0,139.0,5.0,6.0,Кукуруза силос,Воронеж,8.1,5553.094075803649,2733541.39,0.0,0.0,74.815,5544.994075803648
6500,2024,62.01.03.033.00,126.0,105.0,5.5,5.2,Кукуруза силос,Рязань,8.0,10.79,0.0,47328.53,103.455,100.632,2.789999999999999
6501,2024,62.01.03.034.00,190.0,252.5,5.8,5.0,Чечевица красная,Рязань,2.3,514.9100000000001,4537840.32,0.0,147.6,435.31125,512.6100000000001
359,2023,36.02.17.005.00,48.0,59.0,5.2,5.7,Яр.ячмень,Воронеж,5.0,1647.1123465592066,39928.375,0.0,1.305,9.44,1642.1123465592066
6503,2024,62.01.03.037.00,54.0,109.0,5.9,5.5,Яр.пшеница мягкая,Рязань,5.0,2490.02,47580.705,0.0,4.64,9.855,2485.02
6504,2024,62.01.03.038.01,254.0,188.0,5.7,4.8,Соя,Рязань,2.1,1752.23,0.0,0.0,0.0,0.0,1750.13
362,2023,36.02.17.009.00,68.0,97.0,3.7,6.9,Яр.ячмень,Воронеж,5.0,1367.3861875385562,10705.045,0.0,0.655,4.746666666666666,1362.3861875385562
6506,2024,62.01.03.040.00,96.0,149.0,4.3,5.5,Чечевица красная,Рязань,2.3,591.735,64339.56,0.0,1.73,36.87222222222222,589.4350000000001
6507,2024,62.01.03.041.00,101.0,107.0,5.3,5.0,Чечевица красная,Рязань,2.3,674.1500000000001,3636360.91,0.0,51.98,265.7763636363636,671.8500000000001
6509,2024,62.01.03.043.00,82.0,116.0,5.4,5.0,Яр.пшеница мягкая,Рязань,4.5,1205.025,13479943.3,0.0,70.76,150.365,1200.525
6510,2024,62.01.03.044.00,82.0,346.0,5.1,4.7,Чечевица красная,Рязань,2.3,237.07,7649141.76,0.0,79.325,356.085,234.76999999999998
6511,2024,62.01.03.045.00,85.5,119.0,6.0,5.4,Оз.пшеница мягкая,Рязань,5.5,3146.32,8830348.8,0.0,5.54,135.554,3140.82
6512,2024,62.01.03.046.00,368.0,406.0,6.4,5.7,Яр.пшеница мягкая,Рязань,5.0,3951.8899999999994,717765.0650000001,0.0,15.67,33.305,3946.8899999999994
369,2023,36.02.17.016.00,90.0,114.0,3.4,5.4,Оз.пшеница мягкая,Воронеж,5.7,123.55924435028248,2256737.105,0.0,8.353333333333333,95.12299999999999,117.85924435028248
6514,2024,62.01.03.048.01,173.7,110.7,5.5,5.8,Горох,Рязань,3.7,889.2250000000001,0.0,0.0,0.0,0.0,885.5250000000001
6515,2024,62.01.03.048.02,173.7,110.7,5.5,5.8,Горох,Рязань,3.7,1022.3999999999999,0.0,0.0,0.0,860.93,1018.6999999999998
372,2023,36.02.17.019.00,127.0,139.0,3.4,5.2,Кукуруза силос,Воронеж,8.1,8759.593149080447,308294169.79,0.0,0.0,142.345,8751.493149080447
6516,2024,62.01.03.051.00,97.0,138.0,5.3,4.6,Оз.пшеница мягкая,Рязань,5.5,3242.01,2816488.065,0.0,2.7,97.645,3236.51
6517,2024,62.01.03.052.00,51.5,144.5,4.5,5.5,Яр.пшеница мягкая,Рязань,5.0,2402.46,182823.685,0.0,9.094999999999999,19.314999999999998,2397.46
6518,2024,62.01.03.053.00,93.0,148.0,5.6,4.9,Оз.пшеница мягкая,Рязань,5.5,2657.98,3725030.7649999997,0.0,3.33,81.511,2652.48
6519,2024,62.01.03.054.00,76.7,155.3,5.9,5.0,Оз.пшеница мягкая,Рязань,6.0,3937.66,4198335.07,0.0,4.49,117.77333333333333,3931.66
6520,2024,62.01.03.056.00,155.0,200.0,6.2,5.0,Яр.пшеница мягкая,Рязань,5.0,2878.02,121687.155,0.0,7.414999999999999,15.765,2873.02
6521,2024,62.01.03.058.00,65.0,97.0,5.5,5.2,Оз.пшеница мягкая,Рязань,5.5,2820.41,323858.29000000004,0.0,0.0,0.0,2814.91
6522,2024,62.01.03.059.00,152.0,131.0,6.8,4.8,Оз.пшеница мягкая,Рязань,5.5,3738.22,60074.225000000006,0.0,0.0,0.0,3732.72
6523,2024,62.01.03.060.00,172.5,193.0,6.5,5.3,Чечевица красная,Рязань,2.3,1433.53,7438707.475,0.0,118.33,297.47111111111116,1431.23
6524,2024,62.01.03.061.00,119.5,109.0,5.7,5.3,Оз.пшеница мягкая,Рязань,5.5,2789.79,24169288.765,0.0,0.0,129.935,2784.29
6525,2024,62.01.03.062.00,94.0,94.0,4.8,4.8,Чечевица красная,Рязань,2.3,1200.28,96939.35,0.0,10.89,27.272222222222222,1197.98
6527,2024,62.01.03.065.00,175.0,260.0,5.6,4.7,Оз.пшеница мягкая,Рязань,6.0,3488.2,4865377.715,0.0,9.09,161.62555555555556,3482.2
6528,2024,62.01.03.066.00,60.0,125.0,5.5,5.0,Оз.пшеница мягкая,Рязань,6.0,4278.27,567139.575,0.0,1.4,32.997142857142855,4272.27
6526,2024,62.01.03.064.00,188.0,344.0,6.7,5.0,Соя,Рязань,2.1,3.28,16134987.7,161349.88,5.04,226.96222222222224,1.1799999999999997
6530,2024,62.01.03.068.00,92.0,121.0,5.5,4.7,Оз.пшеница мягкая,Рязань,6.0,3945.63,283990.08,0.0,0.0,0.0,3939.63
6531,2024,62.01.03.069.00,95.5,144.0,4.8,5.1,Оз.пшеница мягкая,Рязань,5.5,4303.36,2264695.06,0.0,2.8,65.82428571428571,4297.86
6532,2024,62.01.03.070.00,184.0,188.0,5.2,5.0,Оз.пшеница мягкая,Рязань,6.0,3032.51,189823.735,0.0,0.88,20.907142857142855,3026.51
6533,2024,62.01.03.071.00,149.0,198.0,6.2,4.9,Оз.пшеница мягкая,Рязань,6.0,3853.28,125183.36499999999,0.0,9.365,24.55454545454546,3847.28
6534,2024,62.01.03.072.00,82.0,261.0,5.6,4.9,Оз.пшеница мягкая,Рязань,6.0,4422.01,2874503.37,0.0,3.15,84.555,4416.01
6535,2024,62.01.03.073.00,80.0,190.0,6.2,4.3,Оз.пшеница мягкая,Рязань,6.0,3454.85,557386.0700000001,0.0,1.52,40.84625,3448.85
6536,2024,62.01.03.074.00,52.0,283.0,4.0,4.9,Оз.пшеница мягкая,Рязань,6.0,2794.12,267210.48,0.0,55.769999999999996,37.78363636363636,2788.12
6537,2024,62.01.03.075.00,46.0,210.0,4.9,4.6,Оз.пшеница мягкая,Рязань,6.0,2825.54,2019599.1999999997,0.0,5.306666666666667,92.90307692307692,2819.54
2442,2023,50.33.05.014.00,285.0,97.0,2.0,5.9,Оз.пшеница мягкая,Москва,4.46,3.641607142857143,1685264.5333333334,2568.3799999999997,13.1,20.915,-0.8183928571428569
6539,2024,62.01.04.002.00,282.0,181.0,6.3,5.5,Яр.пшеница мягкая,Рязань,5.0,1.69,5058363.1049999995,0.0,0.0,77.77142857142857,-3.31
6543,2024,62.01.06.009.00,177.0,108.0,5.3,5.2,Чечевица красная,Рязань,2.3,1885.28,1275159.81,0.0,18.03,57.94,1882.98
400,2023,36.02.19.003.01,109.0,133.5,6.5,5.35,Кукуруза силос,Воронеж,7.65,10.204101198402132,2016303.575,0.0,0.0,74.85333333333332,2.5541011984021313
401,2023,36.02.19.003.02,109.0,133.5,6.5,5.35,Кукуруза силос,Воронеж,7.65,10.340747790618627,675118.39,28161.25,0.0,58.64000000000001,2.6907477906186266
402,2023,36.02.19.005.00,83.0,96.0,5.5,5.2,Кукуруза зерно,Воронеж,6.51,6560.198385622906,1988177.7700000003,0.0,0.0,129.69,6553.688385622906
403,2023,36.02.19.006.00,102.0,107.0,5.3,5.4,Кукуруза зерно,Воронеж,6.51,4722.480904392765,2146564.195,0.0,0.0,147.065,4715.970904392765
2451,2023,50.33.05.025.01,225.0,321.0,1.9,5.5,Оз.пшеница мягкая,Москва,4.46,2.43,27022.210000000003,772.24,5.49,8.758333333333333,-2.03
407,2023,36.02.19.009.00,117.5,115.0,5.8,5.25,Кукуруза зерно,Воронеж,6.51,7687.214684737773,569878.2949999999,0.0,0.0,109.2,7680.704684737772
408,2023,36.02.19.010.01,110.0,132.0,6.0,5.1,Кукуруза зерно,Воронеж,6.51,4855.898132437351,1094431.53,0.0,0.0,153.22,4849.388132437351
2455,2023,50.33.05.034.00,289.0,203.0,1.4,5.2,Оз.пшеница мягкая,Москва,4.46,4.008069512655837,9907087.225,3213.645,20.64,40.052499999999995,-0.4519304873441632
410,2023,36.02.19.013.02,97.5,152.0,6.6,5.9,Кукуруза зерно,Воронеж,6.51,4624.04,26996.74,0.0,0.0,15.675,4617.53
2456,2023,50.33.05.035.01,342.0,317.0,2.5,5.3,Оз.пшеница мягкая,Москва,4.46,3.49,84961.56333333334,1149.785,9.84,15.715000000000002,-0.9699999999999998
412,2023,36.02.19.015.01,56.83,92.92,3.54,6.67,Кукуруза силос,Воронеж,7.65,9.858000667000168,4675321.17,0.0,0.0,307.172,2.2080006670001673
2457,2023,50.33.05.036.00,437.0,438.0,2.6,5.8,Оз.пшеница мягкая,Москва,4.46,3.7199999999999998,247157057.325,19548.68,5.88,97.16499999999999,-0.7400000000000002
6556,2024,62.10.02.018.01,299.6,343.2,4.16,5.72,Оз.пшеница мягкая,Рязань,4.8,2.15,171851.94,0.0,0.85,23.036666666666665,-2.65
416,2023,36.02.19.016.00,115.0,112.0,5.8,5.4,Кукуруза силос,Воронеж,7.65,11.18172183626209,1611319.4,0.0,0.0,71.5775,3.53172183626209
417,2023,36.02.19.017.00,108.0,121.0,6.3,5.6,Кукуруза силос,Воронеж,7.65,10.195631651037827,1468724.54,0.0,0.0,161.945,2.5456316510378265
418,2023,36.02.19.018.00,106.0,133.0,5.5,5.7,Кукуруза зерно,Воронеж,6.51,4746.54,26571.595,0.0,0.0,19.895,4740.03
427,2023,36.02.19.026.00,99.0,93.0,5.8,5.2,Кукуруза зерно,Воронеж,6.51,299.7370220588235,2888518.0,0.0,0.0,201.415,293.22702205882354
2478,2023,54.17.01.036.00,133.5,38.2,2.7,3.6,Оз.пшеница мягкая,Новосибирск,3.86,11.624806278280545,15409515.66,0.0,22.983333333333334,167.43454545454546,7.764806278280545
6574,2024,62.10.03.017.01,297.45,56.32,3.63,6.47,Люцерна пр.лет корм,Рязань,4.5,1.4259169510807737,0.0,0.0,0.0,0.0,-3.0740830489192263
6575,2024,62.10.03.017.02,297.45,56.32,3.63,6.47,Люцерна пр.лет корм,Рязань,4.5,0.358560794044665,0.0,0.0,0.0,0.0,-4.141439205955335
436,2023,36.02.19.032.00,71.0,85.0,5.6,5.3,Кукуруза зерно,Воронеж,6.51,7063.06,102594.685,0.0,28.43,35.54,7056.55
437,2023,36.02.19.033.00,99.0,107.0,5.8,5.1,Кукуруза зерно,Воронеж,6.51,1107.0033124272597,451079.78,0.0,0.0,145.72666666666666,1100.4933124272598
438,2023,36.02.19.034.00,103.0,123.0,5.6,5.2,Кукуруза зерно,Воронеж,6.51,4195.782244897959,530660.0,0.0,0.0,175.175,4189.272244897958
2486,2023,54.17.02.013.00,136.3,128.0,4.7,5.1,Горох,Новосибирск,2.44,12.753326024393587,0.0,0.0,0.0,73.99199999999999,10.313326024393588
2488,2023,54.17.02.015.00,92.8,111.2,6.9,5.3,Яр.ячмень,Новосибирск,3.5,10.291570804239715,12359742.8,157208.2,69.72,392.32875,6.791570804239715
2489,2023,54.17.02.016.00,200.0,120.0,5.0,5.5,Яр.ячмень,Новосибирск,3.5,10.803529411764705,7372.74,78.22,0.51,4.566,7.303529411764705
442,2023,36.02.19.037.02,96.5,96.0,6.3,5.2,Кукуруза зерно,Воронеж,6.51,6400.377358490566,134199.97499999998,0.0,0.0,42.205,6393.8673584905655
443,2023,36.02.19.038.00,124.0,122.0,6.1,5.1,Кукуруза зерно,Воронеж,6.51,643.2562719560283,1332177.155,0.0,108.80000000000001,54.41,636.7462719560283
444,2023,36.02.19.039.00,154.0,184.0,6.2,5.6,Кукуруза зерно,Воронеж,6.51,6366.34,10955.414999999999,0.0,7.96,9.945,6359.83
2491,2023,54.17.02.020.00,188.0,145.2,3.6,5.2,Горох,Новосибирск,2.44,14.758552887735238,0.0,0.0,0.0,70.31800000000001,12.318552887735239
446,2023,36.02.19.041.00,120.0,94.0,5.3,5.2,Кукуруза зерно,Воронеж,6.51,4720.245836909871,57166.31999999999,0.0,18.17,24.54,4713.735836909871
447,2023,36.02.19.042.00,60.0,91.0,3.9,4.9,Кукуруза зерно,Воронеж,6.51,4547.5,1868769.8250000002,0.0,0.0,153.25,4540.99
448,2023,36.02.19.043.00,78.0,87.0,5.5,5.1,Кукуруза зерно,Воронеж,6.51,5344.33,148868.925,0.0,29.33,17.6,5337.82
6593,2024,62.10.04.003.00,306.0,170.0,2.0,6.0,Кукуруза зерно,Рязань,7.5,4.23,10390.07,0.0,11.57,9.28,-3.2699999999999996
2492,2023,54.17.02.022.00,155.15,336.4,4.38,5.17,Мн.травосм.пр.лет корм,Новосибирск,3.5,0.0,0.0,0.0,0.0,0.0,-3.5
451,2023,36.02.19.046.02,145.4,184.8,5.9,5.78,Кукуруза зерно,Воронеж,6.51,2761.5149289099522,32555.985,0.0,0.0,15.43,2755.004928909952
2500,2023,54.17.03.049.00,133.5,157.2,3.2,4.4,Яр.пшеница мягкая,Новосибирск,3.72,11.92105263157895,4492842.95,45136.36,0.0,11030.451250000002,8.20105263157895
453,2023,36.02.19.048.02,94.5,97.0,5.1,5.35,Кукуруза зерно,Воронеж,6.51,4074.2,1377.355,0.0,0.0,4.466666666666666,4067.6899999999996
2501,2023,54.17.04.001.01,143.6,89.3,2.2,4.7,Яр.пшеница мягкая,Новосибирск,3.72,17.43,4619213.9,21821.54,0.0,104.0525,13.709999999999999
2504,2023,54.17.06.022.00,181.2,112.3,2.3,4.3,Оз.пшеница мягкая,Новосибирск,3.86,14.458684844729053,2267414.42,0.0,6.609999999999999,58.528,10.598684844729053
6602,2024,62.17.07.001.00,48.0,104.8,5.0,4.74,Оз.пшеница мягкая,Рязань,5.5,3596.49,512553.6,0.0,0.0,0.0,3590.99
459,2023,36.02.19.058.00,108.0,113.0,5.2,5.5,Кукуруза корнаж,Воронеж,0.0,1436.9330450111647,1181451.21,0.0,110.62,94.03,1436.9330450111647
6604,2024,62.17.07.003.00,51.15,114.56,5.29,4.95,Оз.пшеница мягкая,Рязань,5.5,3068.77,32418534.74,0.0,0.0,0.0,3063.27
6605,2024,62.17.07.006.00,55.0,103.0,4.9,4.88,Оз.пшеница мягкая,Рязань,5.5,4340.92,784784.94,0.0,0.0,0.0,4335.42
462,2023,36.02.19.061.01,79.75,101.0,5.13,5.45,Кукуруза зерно,Воронеж,6.51,3993.12,140355.155,0.0,0.0,59.86333333333334,3986.6099999999997
2511,2023,54.17.07.013.00,129.9,133.4,3.0,4.5,Горох,Новосибирск,2.44,9.916492323026175,0.0,41600.0,0.0,232.82333333333335,7.476492323026175
6606,2024,62.17.07.010.00,36.5,104.67,6.0,4.8,Оз.пшеница мягкая,Рязань,5.5,2682.1,809836.58,0.0,0.0,0.0,2676.6
6607,2024,62.17.07.012.00,37.67,85.67,4.93,4.65,Оз.пшеница мягкая,Рязань,5.5,3366.09,942876.58,0.0,0.0,0.0,3360.59
6608,2024,62.17.07.013.00,57.75,105.25,5.15,5.03,Оз.пшеница мягкая,Рязань,5.5,4507.85,1533941.78,0.0,0.0,0.0,4502.35
6609,2024,62.17.07.015.00,73.67,104.33,5.5,4.87,Яр.пшеница мягкая,Рязань,4.5,2029.44,73081.33,0.0,0.0,0.0,2024.94
6610,2024,62.17.07.016.00,40.68,70.5,4.81,4.77,Яр.пшеница мягкая,Рязань,4.5,2492.91,5601089.64,0.0,0.0,0.0,2488.41
6611,2024,62.17.07.024.00,70.2,168.2,5.6,5.16,Лён масличный,Рязань,1.6,1078.15,209562.93,0.0,0.0,0.0,1076.5500000000002
6612,2024,62.17.07.025.00,43.07,115.64,5.81,4.8,Лён масличный,Рязань,1.6,1045.28,2394942.28,0.0,0.0,0.0,1043.68
6613,2024,62.17.07.026.00,38.36,164.93,5.55,4.65,Яр.пшеница мягкая,Рязань,4.5,2449.9,2164671.81,0.0,0.0,0.0,2445.4
6614,2024,62.17.07.027.00,21.77,94.31,6.08,4.48,Лён масличный,Рязань,1.6,1042.34,2048511.52,0.0,0.0,0.0,1040.74
6615,2024,62.17.07.028.00,49.18,109.36,5.19,4.88,Лён масличный,Рязань,1.6,900.82,1297401.3,0.0,0.0,0.0,899.22
6616,2024,62.17.07.029.00,39.2,147.8,5.7,4.88,Яр.пшеница мягкая,Рязань,4.5,2039.64,255123.7,0.0,0.0,0.0,2035.14
6617,2024,62.17.07.030.00,60.67,166.63,5.86,5.21,Яр.пшеница мягкая,Рязань,4.5,2001.73,7714324.8,0.0,0.0,0.0,1997.23
6618,2024,62.17.07.031.00,71.09,138.96,5.9,5.32,Яр.пшеница мягкая,Рязань,4.5,1962.95,33754681.17,0.0,0.0,0.0,1958.45
2521,2023,54.17.08.017.00,286.0,92.3,2.0,4.6,Кл.кр.+тим.пр.лет корм,Новосибирск,3.4,1.035,0.0,0.0,0.0,682.7099999999999,-2.365
6620,2024,62.17.14.004.00,51.0,317.0,6.5,4.4,Оз.пшеница мягкая,Рязань,4.9,4.12,2967492.73,0.0,0.0,129.915,-0.7800000000000002
6621,2024,62.17.14.006.00,99.0,277.0,4.8,5.1,Одн.тр.овёс корм,Рязань,2.5,0.0,11450717.1,0.0,6.83,54.56,-2.5
6622,2024,62.17.14.007.00,134.0,393.0,5.9,5.4,Одн.тр.овёс корм,Рязань,2.5,0.0,16001358.46,0.0,9.04,64.51,-2.5
4577,2024,36.14.04.011.00,44.0,166.0,6.2,6.9,Соя,Воронеж,2.5,910.0999999999999,0.0,0.0,0.12,11.684285714285712,907.5999999999999
4578,2024,36.14.04.012.00,56.0,178.0,6.6,6.2,Соя,Воронеж,2.5,928.4700000000001,0.0,0.0,0.12,11.435714285714285,925.9700000000001
6623,2024,62.17.14.009.00,148.0,306.0,4.9,4.9,Одн.тр.овёс корм,Рязань,2.5,0.0,30046.25,0.0,0.39,2.8,-2.5
6626,2024,62.17.14.014.00,88.0,325.0,5.5,4.8,Люцерна 1 г.ж.корм,Рязань,1.3,0.0,0.0,0.0,22.56,84.59,-1.3
6627,2024,62.17.14.015.00,99.0,291.0,5.1,4.7,Люцерна 1 г.ж.корм,Рязань,1.3,0.0,0.0,0.0,0.0,58.66,-1.3
2536,2023,54.17.09.003.00,192.8,78.8,3.2,4.8,Яр.пшеница мягкая,Новосибирск,3.72,10.27818181818182,3426594.81,20680.14,54.16,101.31666666666666,6.558181818181819
6634,2024,62.17.14.022.00,181.0,511.0,6.1,4.9,Яр.ячмень,Рязань,3.9,3.3,2773999.065,0.0,22.85,63.47,-0.6000000000000001
2542,2023,54.17.09.011.00,135.2,190.9,8.4,4.7,Горох,Новосибирск,2.44,10.530987654320986,0.0,0.0,0.0,52.93,8.090987654320987
2543,2023,54.17.09.012.00,186.5,97.5,2.5,4.4,Горох,Новосибирск,2.44,9.687987792872612,0.0,0.0,0.0,57.225,7.247987792872612
496,2023,36.05.07.007.00,88.0,89.0,6.4,5.2,Оз.пшеница мягкая,Воронеж,5.5,1913.595,7562.856666666667,0.0,0.48,4.915,1908.095
6640,2024,62.17.14.029.00,150.0,271.0,5.8,4.7,Яр.пшеница мягкая,Рязань,4.1,1.62,89956.18666666666,0.0,4.985,26.708,-2.4799999999999995
6644,2024,62.17.14.033.00,131.0,303.0,5.3,4.8,Яр.пшеница мягкая,Рязань,4.1,1.44,5957767.140000001,0.0,40.544999999999995,168.256,-2.6599999999999997
503,2023,36.05.07.014.01,90.0,86.0,6.2,5.5,Соя,Воронеж,2.0,620.12,0.0,0.0,0.2,22.486666666666665,618.12
2553,2023,54.17.11.002.00,393.0,110.0,8.5,4.9,Люцерна пр.лет корм,Новосибирск,2.98,0.43000000000000005,0.0,0.0,0.0,0.0,-2.55
2559,2023,54.17.11.012.00,304.0,143.0,9.0,6.3,Люцерна пр.лет корм,Новосибирск,2.98,0.13999999999999999,0.0,0.0,0.0,0.0,-2.84
2560,2023,54.17.11.013.00,296.5,201.5,7.4,5.8,Соя,Новосибирск,1.69,200.59388337630543,2790141.77,81643.64,3.99,280.5622222222222,198.90388337630543
515,2023,36.05.07.029.00,135.0,94.0,5.7,6.1,Кукуруза зерно,Воронеж,6.5,6630.410000000001,0.0,0.0,126.88,46.88,6623.910000000001
516,2023,36.05.07.030.02,107.0,85.0,6.3,5.6,Кукуруза силос,Воронеж,7.5,10.12,0.0,0.0,3.69,21.689999999999998,2.619999999999999
2564,2023,54.17.12.002.00,242.8,286.0,7.3,5.4,Яр.пшеница мягкая,Новосибирск,3.72,3.49903040343013,3604315.375,23970.09,46.43000000000001,166.41,-0.22096959656987014
4611,2024,36.14.04.053.01,176.0,273.0,5.5,6.6,Люцерна пр.лет корм,Воронеж,4.0,2.25,0.0,0.0,0.0,0.0,-1.75
519,2023,36.05.07.034.01,110.0,91.0,6.1,6.0,Кукуруза зерно,Воронеж,6.5,4634.472270588235,0.0,0.0,0.0,66.185,4627.972270588235
4612,2024,36.14.04.053.02,176.0,273.0,5.5,6.6,Люцерна пр.лет корм,Воронеж,4.0,1.76,0.0,0.0,0.0,0.0,-2.24
2569,2023,54.17.12.009.00,185.0,303.0,7.0,5.7,Яр.пшеница мягкая,Новосибирск,3.72,4.842016434892542,676736.57,0.0,0.0,80.895,1.1220164348925414
523,2023,36.05.07.037.00,84.0,86.0,6.3,5.7,Соя,Воронеж,2.0,1407.0,212097.68,0.0,0.52,35.24285714285714,1405.0
524,2023,36.05.07.039.00,85.0,71.0,5.6,5.9,Кукуруза зерно,Воронеж,6.5,3225.57,281283.67500000005,0.0,0.0,57.60333333333333,3219.07
525,2023,36.05.07.047.00,115.0,115.0,5.6,6.1,Кукуруза зерно,Воронеж,6.5,2988.0199999999995,1662341.6349999998,0.0,0.0,65.21666666666667,2981.5199999999995
2573,2023,54.17.12.019.00,244.2,108.4,6.2,3.9,Соя,Новосибирск,1.69,1509.1678571428572,2079243.67,46032.36,2.75,196.01,1507.4778571428571
2574,2023,54.17.12.020.00,252.1,117.2,5.9,5.2,Соя,Новосибирск,1.69,1473.172485380117,2227115.285,134743.04,5.44,389.89625,1471.482485380117
