season;field;p2o5;k2o;humus;ph;crop;region;yield_plan;yield_fact;fact_plan_dif;fact_plan_dif_abs;fact_plan_div;fact_plan_share_dif
2023;63.21.06.027.00;44,9;140;6;6,7;Кукуруза силос;Самара;5;5,83;0,83;0,83;0,166;0,166
2023;62.18.02.003.01;66,4;116,8;3,85;5,11;Кукуруза корнаж;Рязань;5,49;4,659872424;-0,830127576;0,830127576;-0,151207209;-0,151207209
2023;36.11.01.042.00;88;125;5,8;6,6;Яр,пшеница мягкая;Воронеж;5;4,169255833;-0,830744167;0,830744167;-0,166148833;-0,166148833
2024;16.13.15.002.00;114,75;139,75;6,5;5,17;Яр,пшеница твёрдая;Татарстан;2,7;1,868774809;-0,831225191;0,831225191;-0,307861182;-0,307861182
2024;54.28.09.008.00;218,5;189,2;4,3;5,1;Горох;Новосибирск;1,5;0,66857095;-0,83142905;0,83142905;-0,554286034;-0,554286034
2023;40.22.09.020.00;34;72;2;5,7;Кукуруза силос;Калуга;7,65;8,482222942;0,832222942;0,832222942;0,108787313;0,108787313
2024;16.13.12.045.00;225;192;6;5,23;Люцерна 1 г,ж,корм;Татарстан;1,1;1,932264022;0,832264022;0,832264022;0,756603656;0,756603656
2024;50.33.02.051.01;76;49;2,1;5,1;Люцерна 1 г,ж,корм;Москва;1,4;0,566666667;-0,833333333;0,833333333;-0,595238095;-0,595238095
2024;62.18.08.010.01;167,63;212;4,95;5,6;Подсолнечник;Рязань;2,6;1,766666667;-0,833333333;0,833333333;-0,320512821;-0,320512821
2024;62.18.04.026.00;112,14;182,14;4,74;5,15;Подсолнечник;Рязань;2,6;1,766515062;-0,833484938;0,833484938;-0,32057113;-0,32057113
2024;46.28.05.033.00;72;129;5,4;5,6;Соя;Курск;2,5;1,662147117;-0,837852883;0,837852883;-0,335141153;-0,335141153
2024;40.17.14.014.01;124,3;83;1,3;5,8;Кукуруза силос;Калуга;8,2;7,361428571;-0,838571429;0,838571429;-0,102264808;-0,102264808
2023;36.13.02.009.00;86;83;6;5,6;Соя;Воронеж;2,51;1,671214807;-0,838785193;0,838785193;-0,334177368;-0,334177368
2023;22.47.10.001.00;158,2;273,3;3,7;5,1;Одн,тр,(вика+овёс)корм;Алтай;3;2,16;-0,84;0,84;-0,28;-0,28
2023;36.05.07.054.00;85;114;6,4;5,3;Кукуруза силос;Воронеж;7,5;6,66;-0,84;0,84;-0,112;-0,112
2024;40.14.08.018.00;115;177;2,2;5,1;Люцерна 1 г,ж,корм;Калуга;3;2,16;-0,84;0,84;-0,28;-0,28
2024;36.13.12.004.00;76;56;7,3;5,6;Соя;Воронеж;2,5;1,66;-0,84;0,84;-0,336;-0,336
2024;62.01.03.012.00;373;336;6,3;5,5;Соя;Рязань;2,1;1,26;-0,84;0,84;-0,4;-0,4
2023;46.22.06.020.00;151;145;5,1;5,7;Горох;Курск;3,39;2,548568647;-0,841431353;0,841431353;-0,248209839;-0,248209839
2024;54.17.12.006.00;212;180;4,7;5,3;Горох;Новосибирск;1,1;0,256429394;-0,843570606;0,843570606;-0,766882369;-0,766882369
2024;62.18.04.023.00;146,4;104,3;4,92;6,04;Подсолнечник;Рязань;2,6;1,754921466;-0,845078534;0,845078534;-0,325030205;-0,325030205
2023;36.14.19.002.00;137;191;6;5,2;Кукуруза зерно;Воронеж;6,48;7,325568749;0,845568749;0,845568749;0,130489004;0,130489004
2024;36.14.04.046.01;121;191;5,3;5,9;Кукуруза силос;Воронеж;7,5;6,652534143;-0,847465857;0,847465857;-0,112995448;-0,112995448
2024;62.23.03.004.00;101,07;216,03;5,42;4,91;Чечевица красная;Рязань;2;1,151017155;-0,848982845;0,848982845;-0,424491423;-0,424491423
2023;62.23.02.002.00;129,6;144,67;3,2;5,38;Кукуруза зерно;Рязань;5,8;4,950276219;-0,849723781;0,849723781;-0,1465041;-0,1465041
2023;36.02.06.041.00;73;78;4;5,1;Кукуруза зерно;Воронеж;6,51;5,66;-0,85;0,85;-0,130568356;-0,130568356
2024;40.13.13.010.00;109;94;2;4,7;Люцерна пр,лет корм;Калуга;6,3;5,45;-0,85;0,85;-0,134920635;-0,134920635
2024;46.22.03.002.00;100;99;5,9;6,6;Соя;Курск;2,5;1,65;-0,85;0,85;-0,34;-0,34
2023;36.14.19.047.00;134;202;6,1;5,8;Одн,тр,(вика+овёс)корм;Воронеж;3,02;2,17;-0,85;0,85;-0,281456954;-0,281456954
2023;46.22.06.043.00;65;70;5,8;6,1;Чечевица;Курск;2,1;1,25;-0,85;0,85;-0,404761905;-0,404761905
2023;62.01.01.030.00;251;227;5,9;5,1;Лён масличный;Рязань;1,43;0,58;-0,85;0,85;-0,594405594;-0,594405594
2024;36.02.17.006.00;72;75;4,8;6,1;Люцерна 1 г,ж,корм;Воронеж;1,5;0,65;-0,85;0,85;-0,566666667;-0,566666667
2024;36.29.07.001.00;71;103;3,7;5,1;Соя;Воронеж;2,1;1,25;-0,85;0,85;-0,404761905;-0,404761905
2024;40.04.06.019.01;53;111,5;1,7;4,7;Кукуруза силос;Калуга;9,8;8,95;-0,85;0,85;-0,086734694;-0,086734694
2024;16.13.15.006.00;41;180;6,4;5,5;Кукуруза силос;Татарстан;6,2;5,35;-0,85;0,85;-0,137096774;-0,137096774
2024;46.22.01.012.00;39,75;88,25;4,75;5;Чечевица зеленая;Курск;2,5;1,649346734;-0,850653266;0,850653266;-0,340261307;-0,340261307
2023;46.22.03.027.00;76,33;128,17;5,84;6,28;Горох;Курск;3,39;2,538895151;-0,851104849;0,851104849;-0,251063377;-0,251063377
2024;36.02.02.021.01;182;168;4,55;6;Кукуруза зерно;Воронеж;7;6,148229563;-0,851770437;0,851770437;-0,121681491;-0,121681491
2023;50.33.02.006.02;160,67;74,67;1,93;5,33;Лён масличный;Москва;1,86;1,008130081;-0,851869919;0,851869919;-0,45799458;-0,45799458
2024;62.18.02.010.00;66,56;109,17;2,46;5,03;Кукуруза силос;Рязань;8;7,147512314;-0,852487686;0,852487686;-0,106560961;-0,106560961
2024;36.14.03.025.00;73;87;3,7;5;Люцерна 1 г,ж,корм;Воронеж;2,1;1,247498585;-0,852501415;0,852501415;-0,405953055;-0,405953055
2024;36.14.04.040.00;85;152;5,5;6;Соя;Воронеж;2,5;1,64744313;-0,85255687;0,85255687;-0,341022748;-0,341022748
2023;40.23.07.013.00;42;33;1,3;5,3;Овёс;Калуга;3,69;2,83717233;-0,85282767;0,85282767;-0,23111861;-0,23111861
2023;36.14.18.022.00;65;78;4;5,2;Соя;Воронеж;2,51;1,656687117;-0,853312883;0,853312883;-0,339965292;-0,339965292
2024;62.23.06.065.00;76,7;147,15;4,81;4,67;Чечевица красная;Рязань;2;1,146464635;-0,853535365;0,853535365;-0,426767683;-0,426767683
2023;36.14.19.039.00;151;160;6,1;5,9;Кукуруза силос;Воронеж;8,1;8,953707511;0,853707511;0,853707511;0,105395989;0,105395989
2023;36.14.14.024.00;99;101;5,8;6,9;Соя;Воронеж;2,5;1,64591614;-0,85408386;0,85408386;-0,341633544;-0,341633544
2023;46.28.05.002.00;75;137;6;6,4;Кукуруза зерно;Курск;6,88;6,025457588;-0,854542412;0,854542412;-0,124206746;-0,124206746
2024;36.02.17.014.00;104;68;4,1;6,2;Эсп,+костр,пр,лет корм;Воронеж;1,9;1,045;-0,855;0,855;-0,45;-0,45
2024;36.14.07.017.00;43;83;5,3;6,5;Кукуруза силос;Воронеж;7,5;6,644468085;-0,855531915;0,855531915;-0,114070922;-0,114070922
2023;36.05.07.059.00;79;65;5,8;6,5;Соя;Воронеж;2;1,142511416;-0,857488584;0,857488584;-0,428744292;-0,428744292
2024;36.01.21.022.01;78;153;5,8;5,4;Люцерна пр,лет корм;Воронеж;4,3;3,442339109;-0,857660891;0,857660891;-0,199456021;-0,199456021
2023;36.14.16.006.00;62;85;4,7;5;Кукуруза зерно;Воронеж;6,48;7,337673907;0,857673907;0,857673907;0,132357084;0,132357084
2023;46.28.17.009.00;208;221;4;5,4;Чечевица;Курск;2;1,140410057;-0,859589943;0,859589943;-0,429794972;-0,429794972
2023;36.02.03.024.00;96;87;6,9;5,6;Люцерна 1 г,ж,корм;Воронеж;3;2,14;-0,86;0,86;-0,286666667;-0,286666667
2023;50.33.02.060.00;132;45;2;5,1;Кукуруза силос;Москва;7,9;8,76;0,86;0,86;0,108860759;0,108860759
2024;36.02.19.018.00;106;133;5,5;5,7;Кукуруза силос;Воронеж;9;8,14;-0,86;0,86;-0,095555556;-0,095555556
2024;36.14.11.002.01;127;122;6,1;6,2;Оз,пшеница мягкая;Воронеж;3;2,14;-0,86;0,86;-0,286666667;-0,286666667
2024;36.11.01.066.01;39;50;5,55;6,9;Соя;Воронеж;2,5;1,64;-0,86;0,86;-0,344;-0,344
2024;36.29.07.012.01;116;125;4,1;5,3;Кукуруза зерно;Воронеж;6,5;5,64;-0,86;0,86;-0,132307692;-0,132307692
2024;40.14.03.035.00;36;110;1,2;4,1;Кл,кр,+тим,пр,лет корм;Калуга;6;5,14;-0,86;0,86;-0,143333333;-0,143333333
2024;46.28.05.022.00;73;134;6,6;6,3;Соя;Курск;2,5;1,639376709;-0,860623291;0,860623291;-0,344249317;-0,344249317
2023;36.14.03.040.00;88;97;4,2;5;Кукуруза зерно;Воронеж;6,48;5,616663161;-0,863336839;0,863336839;-0,133230994;-0,133230994
2023;36.14.02.057.00;212,35;43,55;5,65;6,9;Луг;Воронеж;1,9;1,035019855;-0,864980145;0,864980145;-0,455252708;-0,455252708
2024;46.22.01.020.00;251,5;61,5;5,15;4,95;Соя;Курск;2,5;1,634011299;-0,865988701;0,865988701;-0,34639548;-0,34639548
2024;56.28.03.007.00;54;67,5;6,9;7,5;Яр,пшеница твёрдая;Оренбург;2;1,133847217;-0,866152783;0,866152783;-0,433076391;-0,433076391
2024;62.18.07.013.00;188,38;203,31;5,06;5,11;Соя;Рязань;2;1,131865994;-0,868134006;0,868134006;-0,434067003;-0,434067003
2023;62.23.06.059.02;96,41;181,96;4,23;5,35;Яр,ячмень;Рязань;3,9;3,031446322;-0,868553678;0,868553678;-0,222706071;-0,222706071
2023;36.02.08.006.00;169;164;4;5,6;Соя;Воронеж;2,55;1,68;-0,87;0,87;-0,341176471;-0,341176471
2023;36.14.07.056.01;77;84;6,1;6;Кукуруза силос;Воронеж;7,5;8,37;0,87;0,87;0,116;0,116
2024;36.14.04.044.00;94;149;5,5;5,7;Оз,пшеница мягкая;Воронеж;3;2,13;-0,87;0,87;-0,29;-0,29
2023;36.11.06.059.00;39;70;5,3;6,8;Соя;Воронеж;2,5;1,63;-0,87;0,87;-0,348;-0,348
2023;36.14.07.017.00;43;83;5,3;6,5;Соя;Воронеж;2,5;1,63;-0,87;0,87;-0,348;-0,348
2023;40.14.03.020.00;34;69;1,8;4,8;Кукуруза силос;Калуга;7,65;6,78;-0,87;0,87;-0,11372549;-0,11372549
2023;40.22.09.007.01;47;131;2,25;4,9;Кукуруза силос;Калуга;7,65;6,78;-0,87;0,87;-0,11372549;-0,11372549
2023;46.22.01.030.00;208;84;5,9;6,7;Чечевица;Курск;2,5;1,63;-0,87;0,87;-0,348;-0,348
2023;46.22.03.009.01;96,65;72,76;6,11;6,21;Оз,пшеница мягкая;Курск;6,02;5,15;-0,87;0,87;-0,144518272;-0,144518272
2023;54.17.12.060.00;141;125;7;4,8;Одн,тр,(вика+овёс)с подс,(кл,кр,+тим,корм)корм;Новосибирск;4,2;3,33;-0,87;0,87;-0,207142857;-0,207142857
2023;56.28.08.001.00;54;69;6,1;7,1;Лён масличный;Оренбург;1,5;0,63;-0,87;0,87;-0,58;-0,58
2023;16.13.17.013.00;133,14;192,55;7,6;5,7;Лён масличный;Татарстан;1,24;0,37;-0,87;0,87;-0,701612903;-0,701612903
2024;36.11.01.024.01;37;100,67;3,93;5,9;Оз,пшеница мягкая;Воронеж;3;2,13;-0,87;0,87;-0,29;-0,29
2024;54.17.09.014.00;228,3;107,8;2,6;5,6;Одн,тр,(вика+овёс)с подс,(кл,кр,+тим,корм)корм;Новосибирск;3,1;2,227041172;-0,872958828;0,872958828;-0,281599622;-0,281599622
2023;36.14.18.021.00;201;206;5,1;6,1;Соя;Воронеж;2,51;1,636666667;-0,873333333;0,873333333;-0,347941567;-0,347941567
2023;40.22.01.010.00;58;81;2,1;5;Кукуруза силос;Калуга;7,65;6,775660819;-0,874339181;0,874339181;-0,114292703;-0,114292703
2024;54.17.12.007.00;184;191;4,2;5,1;Горох;Новосибирск;1,1;0,225439874;-0,874560126;0,874560126;-0,79505466;-0,79505466
2023;40.23.02.013.02;246;30;1;5,6;Люцерна 1 г,ж,корм;Калуга;1,7;0,825;-0,875;0,875;-0,514705882;-0,514705882
2024;40.22.01.029.00;99,5;52,5;1,85;5,95;Люцерна 1 г,ж,корм;Калуга;2;1,125;-0,875;0,875;-0,4375;-0,4375
2024;54.28.13.032.02;171,3;143,3;5,1;5,1;Люцерна пр,лет корм;Новосибирск;2;1,125;-0,875;0,875;-0,4375;-0,4375
2023;54.17.12.004.00;209,65;251,65;6,65;5,1;Яр,пшеница мягкая;Новосибирск;3,72;4,595064966;0,875064966;0,875064966;0,235232518;0,235232518
2023;36.14.03.028.00;101;116;4,5;5,3;Кукуруза зерно;Воронеж;6,48;5,601969166;-0,878030834;0,878030834;-0,135498585;-0,135498585
2023;56.28.03.011.00;51;78,8;7,1;8;Подсолнечник;Оренбург;1,89;1,011060259;-0,878939741;0,878939741;-0,465047482;-0,465047482
2023;40.16.08.001.00;146;61;2,1;5,1;Кукуруза силос;Калуга;4,68;5,559073376;0,879073376;0,879073376;0,187836191;0,187836191
2023;36.02.02.007.00;120;104;7,1;5,3;Кукуруза зерно;Воронеж;6,51;7,39;0,88;0,88;0,135176651;0,135176651
2023;36.02.02.068.02;151;150;6,4;5,6;Кукуруза зерно;Воронеж;6,51;7,39;0,88;0,88;0,135176651;0,135176651
2023;36.02.03.041.00;96;108;5,9;5,9;Кукуруза зерно;Воронеж;6,5;7,38;0,88;0,88;0,135384615;0,135384615
2023;46.28.17.017.05;166;146;5,1;5,5;Соя;Курск;2,09;1,21;-0,88;0,88;-0,421052632;-0,421052632
2023;62.18.02.005.00;164,67;111;2,1;5,23;Гречиха;Рязань;1;1,88;0,88;0,88;0,88;0,88
2024;36.01.21.011.00;97;93;4,6;5,3;Кукуруза зерно;Воронеж;7;6,12;-0,88;0,88;-0,125714286;-0,125714286
2024;36.11.06.049.00;57;97;5,1;6,8;Оз,пшеница мягкая;Воронеж;3;2,12;-0,88;0,88;-0,293333333;-0,293333333
2024;62.17.14.027.00;51;171;4,4;4,6;Яр,ячмень;Рязань;3,9;3,02;-0,88;0,88;-0,225641026;-0,225641026
2024;16.13.13.019.00;58,33;190;7;6,9;Кукуруза силос;Татарстан;6,2;7,08;0,88;0,88;0,141935484;0,141935484
2023;36.02.02.020.00;78;78;5,3;5,4;Люцерна 1 г,ж,корм;Воронеж;2,97;2,09;-0,88;0,88;-0,296296296;-0,296296296
2024;40.16.08.088.00;226;123;1,9;4,8;Смесь зерн,и зернобоб,с подс,(мн,травосм,корм)фураж;Калуга;2,6;1,72;-0,88;0,88;-0,338461538;-0,338461538
2024;62.23.06.007.00;100,76;101,45;4,44;4,88;Соя;Рязань;2;1,118754312;-0,881245688;0,881245688;-0,440622844;-0,440622844
2024;22.47.10.014.00;156,6;265,1;3;5,7;Одн,тр,(вика+овёс)корм;Алтай;4;3,118588063;-0,881411937;0,881411937;-0,220352984;-0,220352984
2023;50.33.02.003.00;76;43;1,9;5,2;Яр,пшеница мягкая;Москва;3,8;2,91824247;-0,88175753;0,88175753;-0,232041455;-0,232041455
2024;54.28.09.017.02;176,3;171,8;5,4;5,2;Чечевица красная;Новосибирск;1,2;0,318198931;-0,881801069;0,881801069;-0,734834224;-0,734834224
2023;40.16.08.005.00;49;52;1,3;5,1;Кукуруза силос;Калуга;4,68;3,797864644;-0,882135356;0,882135356;-0,188490461;-0,188490461
2023;36.14.07.037.02;104;145;5,7;5,8;Соя;Воронеж;2,5;1,616816143;-0,883183857;0,883183857;-0,353273543;-0,353273543
2024;54.28.09.019.00;210,2;260;6,3;5;Чечевица зеленая;Новосибирск;1,2;0,316384808;-0,883615192;0,883615192;-0,736345993;-0,736345993
2024;62.23.06.056.02;166,73;198,44;5,21;4,97;Кукуруза зерно;Рязань;7,5;6,61568526;-0,88431474;0,88431474;-0,117908632;-0,117908632
2023;36.14.08.007.00;78;95;2,3;5,3;Кукуруза зерно;Воронеж;6,48;5,594155691;-0,885844309;0,885844309;-0,136704369;-0,136704369
2023;46.28.17.033.00;122;152;5,9;5,5;Яр,пшеница мягкая;Курск;5;4,112244279;-0,887755721;0,887755721;-0,177551144;-0,177551144
2024;36.14.01.005.00;61;71;4,3;6,9;Яр,ячмень;Воронеж;3,2;2,311763354;-0,888236646;0,888236646;-0,277573952;-0,277573952
2023;46.28.05.053.00;43;90;5,5;5,07;Чечевица;Курск;2;1,111365462;-0,888634538;0,888634538;-0,444317269;-0,444317269
2023;36.02.06.039.00;61;89;5,3;5,1;Кукуруза зерно;Воронеж;6,51;5,62;-0,89;0,89;-0,13671275;-0,13671275
2023;50.33.02.001.02;194;77;2;5,1;Яр,пшеница мягкая;Москва;3,8;2,91;-0,89;0,89;-0,234210526;-0,234210526
2023;16.13.12.011.00;225;200;9,6;6,7;Подсолнечник;Татарстан;1,7;0,81;-0,89;0,89;-0,523529412;-0,523529412
2024;36.02.19.019.01;148;172;6,45;5,85;Люцерна 1 г,ж,корм;Воронеж;3;2,11;-0,89;0,89;-0,296666667;-0,296666667
2024;40.14.08.011.00;85;155;3,2;5,9;Люцерна пр,лет корм;Калуга;6,3;7,19;0,89;0,89;0,141269841;0,141269841
2024;40.22.15.027.00;241;119;1,8;5,9;Люцерна 1 г,ж,корм;Калуга;2;1,11;-0,89;0,89;-0,445;-0,445
2024;46.22.03.046.01;132,63;131,06;6,23;6,3;Соя;Курск;2,5;1,61;-0,89;0,89;-0,356;-0,356
2024;62.18.07.005.00;196;164;4,3;5,1;Чечевица зеленая;Рязань;2;1,11;-0,89;0,89;-0,445;-0,445
2024;62.23.06.044.00;177,54;190,25;4,25;5,01;Соя;Рязань;2;1,11;-0,89;0,89;-0,445;-0,445
2023;36.14.07.016.00;83;103;3,3;6,9;Соя;Воронеж;2,5;1,61;-0,89;0,89;-0,356;-0,356
2023;40.22.11.010.00;252;115;2,6;4,9;Кукуруза силос;Калуга;7,65;6,76;-0,89;0,89;-0,116339869;-0,116339869
2024;36.02.19.006.00;102;107;5,3;5,4;Кукуруза силос;Воронеж;9;8,11;-0,89;0,89;-0,098888889;-0,098888889
2024;36.14.11.053.00;107;86;6,2;6;Оз,пшеница мягкая;Воронеж;3;2,11;-0,89;0,89;-0,296666667;-0,296666667
2024;16.13.13.012.00;71,67;116,33;6;5,23;Яр,пшеница твёрдая;Татарстан;2,7;1,81;-0,89;0,89;-0,32962963;-0,32962963
2024;16.13.13.043.00;207;124;7,4;6,9;Кукуруза корнаж;Татарстан;6,2;5,31;-0,89;0,89;-0,143548387;-0,143548387
2023;40.16.03.005.01;284;92;1,7;6,1;Мн,тр,разн,бот,сост,пр,лет корм;Калуга;3;2,109708738;-0,890291262;0,890291262;-0,296763754;-0,296763754
2024;16.13.19.011.00;167,5;160,5;8;6,42;Чечевица зеленая;Татарстан;2;1,10843337;-0,89156663;0,89156663;-0,445783315;-0,445783315
2023;36.14.16.012.00;64;76;3,6;5;Кукуруза зерно;Воронеж;6,48;7,371698113;0,891698113;0,891698113;0,137607734;0,137607734
2024;62.23.06.059.02;96,41;181,96;4,23;5,35;Чечевица красная;Рязань;2;1,108127485;-0,891872515;0,891872515;-0,445936257;-0,445936257
2024;54.17.02.002.00;183,6;135,3;7,2;5,6;Яр,пшеница мягкая;Новосибирск;2,6;1,707823904;-0,892176096;0,892176096;-0,343144652;-0,343144652
2023;36.14.02.027.00;88;105;1,8;4,4;Кукуруза зерно;Воронеж;6,48;5,586687914;-0,893312086;0,893312086;-0,137856803;-0,137856803
2024;22.47.11.002.00;215,1;111,5;3,4;5,3;Чечевица красная;Алтай;1,8;0,906450704;-0,893549296;0,893549296;-0,496416275;-0,496416275
2023;40.16.03.001.02;83,5;95,5;2,5;5,9;Оз,пшеница мягкая;Калуга;1,98;1,08574344;-0,89425656;0,89425656;-0,451644727;-0,451644727
2024;54.28.09.017.01;176,3;171,8;5,4;5,2;Чечевица красная;Новосибирск;1,2;0,303441921;-0,896558079;0,896558079;-0,747131733;-0,747131733
2024;40.22.15.030.00;98;103;1,8;5,9;Люцерна 1 г,ж,корм;Калуга;2;1,102782508;-0,897217492;0,897217492;-0,448608746;-0,448608746
2023;36.02.16.009.00;134;181;6,3;5,8;Люцерна 1 г,ж,корм;Воронеж;3;2,1;-0,9;0,9;-0,3;-0,3
2023;36.02.16.025.00;97;99;5,5;5,7;Люцерна 1 г,ж,корм;Воронеж;3;2,1;-0,9;0,9;-0,3;-0,3
2023;36.13.12.007.01;71;66;6,9;6,2;Соя;Воронеж;2,55;1,65;-0,9;0,9;-0,352941176;-0,352941176
2023;50.33.05.041.00;270;200;1,6;5,2;Оз,пшеница мягкая;Москва;4,46;3,56;-0,9;0,9;-0,201793722;-0,201793722
2023;62.01.03.026.00;542,5;500;6,7;6,8;Лён масличный;Рязань;1,43;0,53;-0,9;0,9;-0,629370629;-0,629370629
2023;62.01.03.046.00;368;406;6,4;5,7;Соя;Рязань;1,71;2,61;0,9;0,9;0,526315789;0,526315789
2024;36.14.19.045.00;180;189;5,2;5,8;Одн,тр,(вика+овёс)корм;Воронеж;2,9;2;-0,9;0,9;-0,310344828;-0,310344828
2024;16.13.19.044.00;111;132,67;7,3;6,53;Чечевица зеленая;Татарстан;2;1,1;-0,9;0,9;-0,45;-0,45
2023;36.14.07.019.00;64;88;5,4;6,7;Соя;Воронеж;2,5;1,6;-0,9;0,9;-0,36;-0,36
2024;56.28.10.022.00;39;40,5;6,4;7,9;Эспарцет 1 г,ж,корм;Оренбург;0,9;0;-0,9;0,9;-1;-1
2023;50.33.02.056.01;147;76;1,6;5,6;Кукуруза силос;Москва;7,9;8,800128205;0,900128205;0,900128205;0,113940279;0,113940279
2024;46.22.01.025.00;73,29;75,86;5,4;5,89;Чечевица зеленая;Курск;2,5;1,597888557;-0,902111443;0,902111443;-0,360844577;-0,360844577
2024;46.28.17.024.00;151;161;5,6;6,8;Соя;Курск;2,5;1,597554711;-0,902445289;0,902445289;-0,360978115;-0,360978115
2024;22.47.11.026.00;210,1;181;4;5,2;Соя;Алтай;2;1,096943312;-0,903056688;0,903056688;-0,451528344;-0,451528344
2023;22.47.11.010.00;141,1;257,8;3,8;5,8;Яр,ячмень;Алтай;3,33;2,426907322;-0,903092678;0,903092678;-0,271199002;-0,271199002
2024;16.13.19.043.00;144,6;233;8;6,86;Чечевица зеленая;Татарстан;2;1,095274444;-0,904725556;0,904725556;-0,452362778;-0,452362778
2024;40.22.01.030.00;116;138;2;5,1;Люцерна 1 г,ж,корм;Калуга;2;1,095;-0,905;0,905;-0,4525;-0,4525
2024;46.22.01.017.00;79,75;74,88;5,08;5,45;Чечевица зеленая;Курск;2,5;1,593760479;-0,906239521;0,906239521;-0,362495808;-0,362495808
2024;16.13.18.006.00;137,25;93;7,2;7;Одн,тр(оз,тритикале+оз,вика) корм;Татарстан;3,4;2,492424242;-0,907575758;0,907575758;-0,266934046;-0,266934046
2023;36.14.21.036.01;126;244;5,8;5,9;Соя;Воронеж;2,5;1,592071842;-0,907928158;0,907928158;-0,363171263;-0,363171263
2023;40.22.09.006.00;14;90;2;4,7;Кукуруза силос;Калуга;7,65;6,741995853;-0,908004147;0,908004147;-0,118693353;-0,118693353
2023;46.28.17.015.07;156;142;5,2;5,6;Лён масличный;Курск;1,5;0,591016949;-0,908983051;0,908983051;-0,605988701;-0,605988701
2023;36.13.02.001.00;83;103;5,4;6,7;Соя;Воронеж;2,51;1,6;-0,91;0,91;-0,362549801;-0,362549801
2023;40.22.07.003.00;72;69;2,3;4,9;Люцерна 1 г,ж,корм;Калуга;1,7;2,61;0,91;0,91;0,535294118;0,535294118
2023;62.01.03.002.00;679;425;5,8;4,9;Лён масличный;Рязань;1,43;0,52;-0,91;0,91;-0,636363636;-0,636363636
2024;36.02.19.083.01;126;153;6,3;5,1;Соя;Воронеж;2,5;1,59;-0,91;0,91;-0,364;-0,364
2024;16.13.19.013.00;49,67;77,67;7,1;5,7;Чечевица зеленая;Татарстан;2;1,09;-0,91;0,91;-0,455;-0,455
2023;36.02.06.020.00;82;69;3,9;5,6;Кукуруза силос;Воронеж;7,65;8,56;0,91;0,91;0,118954248;0,118954248
2023;40.13.11.039.00;37;86;1,7;4,9;Яр,пшеница мягкая;Калуга;4,98;4,07;-0,91;0,91;-0,182730924;-0,182730924
2024;54.17.10.002.00;53;164;5;4,9;Тимофеевка пр,лет корм;Новосибирск;1,3;0,39;-0,91;0,91;-0,7;-0,7
2024;62.24.14.026.00;110;181;4;5;Чечевица зеленая;Рязань;2,6;1,69;-0,91;0,91;-0,35;-0,35
2024;16.13.13.038.00;116;161;8,2;7;Кукуруза зерно;Татарстан;4;4,91;0,91;0,91;0,2275;0,2275
2024;16.13.19.036.00;104;148;7,1;5;Чечевица зеленая;Татарстан;2;1,089305065;-0,910694935;0,910694935;-0,455347468;-0,455347468
2024;16.13.19.024.00;85,68;132,08;5,2;6,46;Подсолнечник;Татарстан;2,2;1,287515864;-0,912484136;0,912484136;-0,414765516;-0,414765516
2023;36.14.18.009.00;66;72;5;5,9;Соя;Воронеж;2,51;1,596651635;-0,913348365;0,913348365;-0,363883811;-0,363883811
2023;36.14.19.052.00;133;162;5,9;6,1;Кукуруза силос;Воронеж;8,1;9,014022533;0,914022533;0,914022533;0,112842288;0,112842288
2024;36.29.07.032.00;139;230;5,1;5,7;Подсолнечник кондит,;Воронеж;1,5;0,585454545;-0,914545455;0,914545455;-0,60969697;-0,60969697
2023;22.47.11.005.00;172,7;243,2;3,9;5,2;Яр,ячмень;Алтай;3,33;2,41386137;-0,91613863;0,91613863;-0,275116706;-0,275116706
2023;46.28.10.009.00;208;164;5,4;5,2;Яр,пшеница мягкая;Курск;5;4,082647472;-0,917352528;0,917352528;-0,183470506;-0,183470506
2023;56.28.10.024.00;58;46,7;6,6;6,4;Подсолнечник;Оренбург;1,89;0,971840059;-0,918159941;0,918159941;-0,48579891;-0,48579891
2023;63.21.06.014.02;84,14;126;7,17;5,49;Кукуруза силос;Самара;5;5,919401479;0,919401479;0,919401479;0,183880296;0,183880296
2023;36.14.16.007.00;97;70;5,2;5,2;Подсолнечник;Воронеж;2,57;1,65;-0,92;0,92;-0,357976654;-0,357976654
2024;40.13.11.019.00;45;67;1,5;4,95;Люцерна 1 г,ж,корм;Калуга;2;1,08;-0,92;0,92;-0,46;-0,46
2024;46.22.06.019.02;133;128;5;6;Горох;Курск;3,6;2,68;-0,92;0,92;-0,255555556;-0,255555556
2024;40.16.08.005.00;49;52;1,3;5,1;Смесь зерн,и зернобоб,фураж;Калуга;2,6;1,68;-0,92;0,92;-0,353846154;-0,353846154
2023;36.14.15.016.00;249;192;4;5,6;Соя;Воронеж;2,51;1,588331472;-0,921668528;0,921668528;-0,367198617;-0,367198617
2024;62.18.02.012.00;144,48;224,92;5,21;5,04;Чечевица зеленая;Рязань;2;1,078248175;-0,921751825;0,921751825;-0,460875912;-0,460875912
2024;36.01.21.015.00;178;144,5;5,45;5,75;Люцерна пр,лет корм;Воронеж;4,3;5,22180315;0,92180315;0,92180315;0,214372825;0,214372825
2023;36.14.21.052.00;210;217;6,3;6,5;Соя;Воронеж;2,5;1,577714639;-0,922285361;0,922285361;-0,368914145;-0,368914145
