iter	RMSE
1665	1095.977243
1666	1095.966915
1667	1095.837168
1668	1095.764794
1669	1095.749339
1670	1095.723144
1671	1095.703491
1672	1095.6935
1673	1095.593832
1674	1095.573462
1675	1095.419212
1676	1095.377021
1677	1095.362443
1678	1095.328957
1679	1095.315465
1680	1095.29335
1681	1095.283773
1682	1095.164388
1683	1095.065669
1684	1094.959112
1685	1094.919954
1686	1094.902133
1687	1094.823236
1688	1094.801103
1689	1094.793526
1690	1094.682547
1691	1094.675923
1692	1094.653165
1693	1094.553235
1694	1094.453562
1695	1094.311997
1696	1094.291981
1697	1094.275473
1698	1094.267433
1699	1094.225514
1700	1094.212166
1701	1094.129373
1702	1094.032153
1703	1094.004789
1704	1093.988273
1705	1093.891437
1706	1093.793033
1707	1093.698683
1708	1093.590182
1709	1093.513053
1710	1093.342407
1711	1093.28656
1712	1093.205047
1713	1093.11646
1714	1093.036802
1715	1092.897535
1716	1092.871262
1717	1092.728233
1718	1092.597347
1719	1092.577234
1720	1092.522932
1721	1092.396876
1722	1092.309736
1723	1092.199854
1724	1092.187106
1725	1092.178703
1726	1092.133567
1727	1092.124007
1728	1092.103901
1729	1092.059268
1730	1092.034867
1731	1091.972115
1732	1091.911008
1733	1091.903417
1734	1091.76044
1735	1091.708481
1736	1091.660472
1737	1091.464523
1738	1091.339872
1739	1091.329996
1740	1091.27294
1741	1091.257321
1742	1091.245816
1743	1091.149381
1744	1091.000738
1745	1090.954016
1746	1090.94639
1747	1090.93164
1748	1090.864959
1749	1090.813186
1750	1090.775272
1751	1090.691231
1752	1090.677938
1753	1090.625201
1754	1090.519977
1755	1090.508855
1756	1090.501361
1757	1090.482088
1758	1090.481327
1759	1090.420078
1760	1090.40643
1761	1090.315572
1762	1090.303155
1763	1090.302363
1764	1090.297265
1765	1090.271238
1766	1090.17306
1767	1090.020963
1768	1089.945783
1769	1089.930656
1770	1089.75115
1771	1089.674705
1772	1089.629736
1773	1089.572609
1774	1089.541875
1775	1089.34948
1776	1089.336215
1777	1089.322182
1778	1089.208485
1779	1089.116574
1780	1089.108596
1781	1089.045329
1782	1088.953844
1783	1088.831972
1784	1088.824084
1785	1088.803068
1786	1088.742926
1787	1088.729601
1788	1088.712368
1789	1088.663257
1790	1088.570558
1791	1088.53487
1792	1088.416354
1793	1088.393434
1794	1088.372733
1795	1088.352084
1796	1088.342899
1797	1088.164409
1798	1088.156774
1799	1088.076479
1800	1087.939948
1801	1087.853692
1802	1087.758175
1803	1087.688232
1804	1087.66424
1805	1087.646807
1806	1087.513889
1807	1087.513171
1808	1087.493362
1809	1087.447079
1810	1087.33076
1811	1087.285903
1812	1087.278551
1813	1087.232252
1814	1087.117498
1815	1086.896476
1816	1086.772557
1817	1086.618758
1818	1086.610055
1819	1086.508974
1820	1086.444836
1821	1086.301795
1822	1086.283084
1823	1086.192159
1824	1086.096535
1825	1085.999203
1826	1085.955701
1827	1085.937196
1828	1085.829173
1829	1085.806743
1830	1085.752742
1831	1085.744945
1832	1085.656155
1833	1085.599238
1834	1085.489503
1835	1085.477373
1836	1085.384563
1837	1085.376909
1838	1085.268091
1839	1085.136746
1840	1085.077773
1841	1085.03086
1842	1084.931546
1843	1084.847967
1844	1084.778964
1845	1084.766067
1846	1084.738406
1847	1084.630223
1848	1084.543201
1849	1084.452066
1850	1084.418601
1851	1084.358184
1852	1084.287573
1853	1084.209402
1854	1084.018296
1855	1084.006879
1856	1083.954118
1857	1083.936113
1858	1083.862269
1859	1083.710886
1860	1083.69886
1861	1083.560169
1862	1083.478488
1863	1083.397484
1864	1083.308609
1865	1083.232786
1866	1083.203687
1867	1083.118309
1868	1082.949722
1869	1082.738388
1870	1082.64006
1871	1082.611501
1872	1082.528897
1873	1082.44609
1874	1082.389265
1875	1082.375655
1876	1082.299555
1877	1082.280848
1878	1082.164168
1879	1082.035254
1880	1081.986068
1881	1081.89541
1882	1081.83573
1883	1081.749613
1884	1081.686315
1885	1081.594794
1886	1081.505021
1887	1081.484903
1888	1081.472825
1889	1081.426027
1890	1081.409159
1891	1081.259441
1892	1081.138796
1893	1081.048921
1894	1081.03842
1895	1081.023087
1896	1080.937109
1897	1080.873763
1898	1080.813294
1899	1080.793693
1900	1080.786766
1901	1080.690863
1902	1080.629757
1903	1080.564282
1904	1080.457448
1905	1080.44281
1906	1080.375443
1907	1080.296635
1908	1080.217657
1909	1080.110034
1910	1080.032573
1911	1079.876633
1912	1079.773533
1913	1079.738444
1914	1079.734773
1915	1079.687062
1916	1079.608078
1917	1079.522353
1918	1079.422356
1919	1079.410776
1920	1079.356817
1921	1079.283765
1922	1079.117615
1923	1079.033649
1924	1078.917091
1925	1078.822736
1926	1078.807498
1927	1078.757576
1928	1078.748838
1929	1078.680164
1930	1078.653198
1931	1078.628523
1932	1078.61926
1933	1078.503794
1934	1078.458045
1935	1078.397923
1936	1078.352017
1937	1078.276499
1938	1078.102092
1939	1078.042623
1940	1077.936808
1941	1077.820547
1942	1077.791539
1943	1077.772393
1944	1077.757394
1945	1077.726314
1946	1077.663258
1947	1077.637608
1948	1077.473507
1949	1077.428165
1950	1077.378046
1951	1077.308337
1952	1077.301539
1953	1077.207239
1954	1077.123037
1955	1077.100986
1956	1077.06531
1957	1077.027057
1958	1076.997886
1959	1076.990116
1960	1076.968882
1961	1076.944096
1962	1076.835097
1963	1076.648602
1964	1076.564417
1965	1076.494267
1966	1076.450188
1967	1076.356271
1968	1076.244707
1969	1076.115071
1970	1076.076919
1971	1076.041348
1972	1075.997722
1973	1075.859413
1974	1075.799427
1975	1075.788044
1976	1075.775269
1977	1075.747366
1978	1075.674088
1979	1075.576873
1980	1075.492203
1981	1075.354676
1982	1075.238013
1983	1075.201169
1984	1075.11739
1985	1075.050247
1986	1074.962208
1987	1074.904636
1988	1074.840635
1989	1074.757904
1990	1074.68237
1991	1074.534225
1992	1074.474745
1993	1074.432922
1994	1074.418385
1995	1074.394803
1996	1074.307359
1997	1074.301225
1998	1074.238593
1999	1074.174898
